Territorialidade,Posicao IDHM 2010,IDHM 2010,Posicao IDHM Renda 2010,IDHM Renda 2010,Posicao IDHM Educacao 2010,IDHM Educacao 2010,Posicao IDHM Longevidade 2010,IDHM Longevidade 2010,Posicao IDHM 2000,IDHM 2000,Posicao IDHM Renda 2000,IDHM Renda 2000,Posicao IDHM Educacao 2000,IDHM Educacao 2000,Posicao IDHM Longevidade 2000,IDHM Longevidade 2000
SE#SP#Americana #,19,0.811,52,0.8,30,0.76,118,0.876,28,0.735,36,0.765,32,0.637,330,0.815
CO#GO#Americano do Brasil #,1904,0.7,2448,0.669,1370,0.631,2504,0.813,1735,0.591,1221,0.658,1879,0.416,2107,0.754
SE#SP#Américo Brasiliense #,526,0.751,1318,0.709,344,0.701,643,0.852,516,0.658,1202,0.659,456,0.538,563,0.803
SE#SP#Américo de Campos #,648,0.745,1166,0.715,257,0.708,2307,0.817,717,0.644,1383,0.652,597,0.522,1108,0.785
S#RS#Ametista do Sul #,2386,0.682,1678,0.697,2729,0.562,2696,0.809,2683,0.539,1943,0.627,2854,0.346,3018,0.723
NE#CE#Amontada #,3999,0.606,5401,0.503,2304,0.582,4430,0.761,4392,0.423,5077,0.441,4035,0.259,4278,0.665
CO#GO#Amorinópolis #,2412,0.681,2375,0.672,2352,0.579,2504,0.813,2366,0.559,2433,0.605,2023,0.406,3285,0.712
NE#PB#Amparo #,3999,0.606,4963,0.537,2967,0.551,4697,0.752,4876,0.392,4636,0.469,4805,0.208,5148,0.619
SE#SP#Amparo #,92,0.785,132,0.78,232,0.711,181,0.871,63,0.716,61,0.754,105,0.598,347,0.814
NE#SE#Amparo de São Francisco #,3884,0.611,4226,0.569,2988,0.55,5175,0.728,4452,0.42,4491,0.477,4151,0.25,5127,0.621
SE#MG#Amparo do Serra #,3275,0.641,3386,0.616,3419,0.528,2611,0.811,3812,0.458,3447,0.542,4151,0.25,3438,0.707
S#PR#Ampére #,1638,0.709,1605,0.699,1593,0.62,1951,0.824,1275,0.615,1329,0.654,1289,0.462,1584,0.769
NE#AL#Anadia #,4884,0.568,4757,0.546,4909,0.444,4579,0.756,4303,0.428,4222,0.491,4272,0.242,4372,0.661
NE#BA#Anagé #,5325,0.54,4698,0.549,5467,0.371,4100,0.771,5506,0.308,5219,0.431,5523,0.104,4583,0.649
S#PR#Anahy #,2059,0.695,2405,0.671,2084,0.593,986,0.844,1663,0.595,3224,0.558,899,0.492,1652,0.767
N#PA#Anajás #,5550,0.484,5380,0.506,5555,0.29,3987,0.774,5508,0.307,4054,0.502,5550,0.081,3323,0.711
NE#MA#Anajatuba #,4614,0.581,5206,0.523,4116,0.492,4400,0.762,4798,0.397,5392,0.412,4306,0.24,4958,0.631
SE#SP#Analândia #,467,0.754,517,0.745,738,0.668,390,0.861,228,0.685,421,0.7,245,0.568,446,0.808
N#AM#Anamã #,4284,0.594,4963,0.537,3458,0.526,4958,0.741,4637,0.408,3874,0.514,4785,0.209,4914,0.634
N#TO#Ananás #,2642,0.671,3304,0.621,1857,0.605,2940,0.804,3279,0.496,3364,0.547,2997,0.334,4208,0.669
N#PA#Ananindeua #,1362,0.718,2035,0.684,898,0.658,2112,0.821,1451,0.606,2088,0.62,1355,0.457,1031,0.787
CO#GO#Anápolis #,850,0.737,665,0.737,870,0.66,2064,0.822,777,0.641,555,0.691,908,0.491,1346,0.776
N#PA#Anapu #,5225,0.548,4376,0.563,5467,0.371,3570,0.788,4876,0.392,3530,0.537,5303,0.157,3285,0.712
NE#MA#Anapurus #,4614,0.581,5347,0.511,3943,0.502,4329,0.764,4429,0.421,3662,0.528,4565,0.224,4958,0.631
CO#MS#Anastácio #,2828,0.663,2592,0.663,2844,0.557,3540,0.789,2997,0.517,2573,0.598,3165,0.322,3146,0.718
CO#MS#Anaurilândia #,2663,0.67,2266,0.676,3239,0.538,1846,0.826,3011,0.516,2213,0.615,3419,0.303,2654,0.737
SE#ES#Anchieta #,1021,0.73,1707,0.696,966,0.654,527,0.856,1041,0.627,1437,0.65,1355,0.457,132,0.831
S#SC#Anchieta #,1934,0.699,1473,0.703,1802,0.608,3129,0.8,2278,0.563,3027,0.573,2110,0.4,1265,0.779
NE#BA#Andaraí #,5128,0.555,4903,0.54,5229,0.415,4329,0.764,5111,0.375,4291,0.488,5226,0.168,4743,0.641
S#PR#Andirá #,1154,0.725,1890,0.69,870,0.66,1281,0.838,717,0.644,1329,0.654,362,0.55,2552,0.741
NE#BA#Andorinha #,4444,0.588,3853,0.586,4447,0.474,5128,0.731,4999,0.383,4591,0.471,4953,0.195,5248,0.613
SE#MG#Andradas #,920,0.734,805,0.731,1649,0.617,98,0.878,717,0.644,200,0.723,1591,0.439,75,0.84
SE#SP#Andradina #,141,0.779,266,0.762,331,0.702,40,0.885,60,0.717,214,0.72,35,0.635,515,0.805
S#RS#André da Rocha #,1301,0.72,639,0.738,1857,0.605,1315,0.837,1735,0.591,371,0.704,2688,0.358,228,0.821
SE#MG#Andrelândia #,1904,0.7,2295,0.675,1577,0.621,2259,0.818,2135,0.571,1712,0.638,2080,0.402,2953,0.725
SE#SP#Angatuba #,1331,0.719,1797,0.693,1050,0.648,1798,0.827,1336,0.612,1079,0.664,1475,0.448,1523,0.771
SE#MG#Angelândia #,4215,0.597,3716,0.594,4463,0.473,4579,0.756,4564,0.413,3008,0.574,5028,0.188,4508,0.654
CO#MS#Angélica #,1995,0.697,1817,0.692,2304,0.582,1238,0.839,2467,0.552,2855,0.583,2255,0.39,2552,0.741
NE#PE#Angelim #,4802,0.572,4565,0.555,4862,0.448,4732,0.751,4199,0.434,4367,0.484,3887,0.269,5044,0.627
S#SC#Angelina #,2251,0.687,1605,0.699,2322,0.581,3252,0.797,2467,0.552,2553,0.599,2670,0.36,1265,0.779
NE#BA#Angical #,3587,0.625,4351,0.564,2866,0.556,3831,0.778,4337,0.426,4762,0.462,4241,0.244,3910,0.687
NE#PI#Angical do Piauí #,3487,0.63,3478,0.61,2888,0.555,5032,0.737,3553,0.476,4794,0.46,3049,0.331,3411,0.708
N#TO#Angico #,3156,0.648,4073,0.576,1727,0.612,4028,0.773,3427,0.485,3613,0.531,3099,0.327,4409,0.659
NE#RN#Angicos #,3607,0.624,3538,0.606,3388,0.53,4579,0.756,2844,0.528,3423,0.543,2556,0.368,2706,0.736
SE#RJ#Angra dos Reis #,1191,0.724,596,0.74,1857,0.605,901,0.846,1586,0.599,674,0.684,1747,0.427,2706,0.736
NE#BA#Anguera #,4416,0.589,4322,0.565,4502,0.471,4272,0.766,4319,0.427,4848,0.457,3874,0.27,5016,0.629
S#PR#Ângulo #,1266,0.721,1424,0.705,1112,0.644,1798,0.827,1004,0.629,1523,0.646,630,0.517,2436,0.744
CO#GO#Anhanguera #,1154,0.725,937,0.724,914,0.657,3026,0.802,1774,0.589,1771,0.635,1864,0.417,1458,0.773
SE#SP#Anhembi #,1266,0.721,2119,0.681,1248,0.637,343,0.863,1069,0.626,1135,0.662,1197,0.468,858,0.792
SE#SP#Anhumas #,743,0.741,2061,0.683,282,0.706,943,0.845,1859,0.585,2618,0.596,1582,0.44,1812,0.762
CO#GO#Anicuns #,1486,0.714,1741,0.695,1457,0.627,1464,0.834,1604,0.598,1600,0.642,1761,0.426,1206,0.782
NE#PI#Anísio de Abreu #,4284,0.594,5021,0.534,3753,0.512,4204,0.768,4353,0.425,4236,0.49,4415,0.233,4137,0.673
S#SC#Anita Garibaldi #,2224,0.688,2490,0.667,2111,0.592,1846,0.826,2597,0.544,2798,0.586,2470,0.374,2795,0.733
S#SC#Anitápolis #,2573,0.674,1605,0.699,3502,0.524,1370,0.836,2467,0.552,1329,0.654,3074,0.329,1182,0.783
N#AM#Anori #,5027,0.561,4903,0.54,5053,0.433,4552,0.757,4303,0.428,4054,0.502,4448,0.231,4106,0.675
S#RS#Anta Gorda #,764,0.74,565,0.742,1395,0.63,238,0.868,752,0.642,187,0.724,1172,0.47,1310,0.777
NE#BA#Antas #,4331,0.592,4137,0.573,4143,0.491,4989,0.739,4029,0.444,3824,0.518,3819,0.274,5210,0.617
S#PR#Antonina #,2251,0.687,1996,0.686,2690,0.564,1281,0.838,1916,0.582,1989,0.625,2190,0.395,660,0.8
NE#CE#Antonina do Norte #,4167,0.599,4670,0.55,3868,0.506,4064,0.772,4258,0.431,4444,0.48,4285,0.241,3855,0.69
NE#PI#Antônio Almeida #,3702,0.62,3998,0.579,3434,0.527,3726,0.781,3527,0.478,4425,0.481,2908,0.341,4278,0.665
NE#BA#Antônio Cardoso #,5027,0.561,4804,0.544,5173,0.422,4204,0.768,4824,0.395,4560,0.473,5028,0.188,3780,0.694
SE#MG#Antônio Carlos #,2359,0.683,2842,0.65,2266,0.584,1281,0.838,2263,0.564,2515,0.601,2272,0.389,1689,0.766
S#SC#Antônio Carlos #,562,0.749,202,0.768,1687,0.615,11,0.89,476,0.661,544,0.692,958,0.487,10,0.858
SE#MG#Antônio Dias #,3201,0.645,3261,0.624,3847,0.507,759,0.849,3262,0.497,3364,0.547,3540,0.293,1689,0.766
NE#BA#Antônio Gonçalves #,4198,0.598,3980,0.58,4007,0.498,4958,0.741,4407,0.422,4660,0.468,4069,0.256,5044,0.627
CO#MS#Antônio João #,3234,0.643,3120,0.633,3458,0.526,3167,0.799,3111,0.509,3274,0.553,2898,0.342,3639,0.699
NE#RN#Antônio Martins #,4670,0.578,4583,0.554,4724,0.458,4452,0.76,4184,0.435,5034,0.444,4013,0.26,3233,0.714
S#PR#Antônio Olinto #,2986,0.656,3235,0.626,3053,0.547,1905,0.825,3300,0.495,3509,0.538,3391,0.305,2602,0.739
S#RS#Antônio Prado #,400,0.758,151,0.777,708,0.671,1419,0.835,242,0.683,94,0.744,300,0.558,1630,0.768
SE#MG#Antônio Prado de Minas #,2332,0.684,2318,0.674,2509,0.572,1647,0.83,1754,0.59,2447,0.604,1311,0.46,2602,0.739
NE#PB#Aparecida #,4670,0.578,4268,0.567,4742,0.456,4826,0.747,4353,0.425,3728,0.523,4481,0.229,4697,0.643
SE#SP#Aparecida #,453,0.755,715,0.735,282,0.706,1747,0.828,193,0.689,378,0.703,161,0.583,718,0.797
CO#GO#Aparecida de Goiânia #,1362,0.718,1136,0.716,1593,0.62,1464,0.834,1916,0.582,1921,0.628,2059,0.403,1265,0.779
CO#GO#Aparecida do Rio Doce #,2105,0.693,1576,0.7,2293,0.583,2453,0.814,2245,0.565,1839,0.632,2628,0.363,1074,0.786
N#TO#Aparecida do Rio Negro #,3090,0.651,3734,0.593,2185,0.588,3475,0.791,3512,0.479,3884,0.513,3109,0.326,4409,0.659
CO#MS#Aparecida do Taboado #,1995,0.697,1111,0.717,2185,0.588,2940,0.804,1973,0.579,1455,0.649,2175,0.396,2107,0.754
SE#SP#Aparecida D'Oeste #,1266,0.721,1678,0.697,719,0.67,2940,0.804,1069,0.626,1155,0.661,988,0.484,1727,0.765
SE#RJ#Aperibé #,2134,0.692,2428,0.67,1370,0.631,3649,0.785,1173,0.62,1155,0.661,958,0.487,2552,0.741
SE#ES#Apiacá #,2598,0.673,2667,0.659,3011,0.549,1128,0.841,2451,0.553,2325,0.609,2411,0.378,2774,0.734
CO#MT#Apiacás #,2545,0.675,2513,0.666,2557,0.57,2696,0.809,3214,0.501,1943,0.627,3655,0.284,3438,0.707
SE#SP#Apiaí #,1595,0.71,2613,0.662,1068,0.647,1419,0.835,1472,0.605,2349,0.608,1134,0.473,1584,0.769
NE#MA#Apicum-Açu #,4884,0.568,5110,0.529,4272,0.483,5321,0.718,5444,0.327,5510,0.383,5341,0.152,5375,0.601
S#SC#Apiúna #,1665,0.708,715,0.735,2266,0.584,1798,0.827,1995,0.578,1242,0.657,2221,0.393,2364,0.747
NE#RN#Apodi #,3312,0.639,3465,0.611,2531,0.571,4826,0.747,3203,0.502,4122,0.497,2737,0.355,3146,0.718
NE#BA#Aporá #,5225,0.548,5284,0.516,5131,0.425,4732,0.751,4778,0.398,4777,0.461,4805,0.208,4441,0.657
CO#GO#Aporé #,2105,0.693,1817,0.692,2266,0.584,1987,0.823,2067,0.574,456,0.698,2936,0.339,700,0.798
NE#BA#Apuarema #,5169,0.552,4565,0.555,5246,0.413,5063,0.735,4960,0.386,4858,0.456,4965,0.194,4572,0.65
S#PR#Apucarana #,583,0.748,580,0.741,738,0.668,943,0.845,356,0.669,651,0.685,405,0.545,563,0.803
N#AM#Apuí #,3357,0.637,3304,0.621,3207,0.54,4064,0.772,4150,0.437,3243,0.556,4614,0.221,4011,0.681
NE#CE#Apuiarés #,3735,0.618,4987,0.536,2084,0.593,4958,0.741,4258,0.431,5131,0.437,3786,0.276,4341,0.662
NE#SE#Aquidabã #,4670,0.578,4137,0.573,4808,0.452,4826,0.747,4303,0.428,4122,0.497,4061,0.257,5248,0.613
CO#MS#Aquidauana #,2224,0.688,1890,0.69,2729,0.562,1183,0.84,2408,0.556,1180,0.66,2789,0.351,2552,0.741
NE#CE#Aquiraz #,3275,0.641,3506,0.608,2988,0.55,3570,0.788,3238,0.499,3351,0.548,3185,0.321,3411,0.708
S#SC#Arabutã #,940,0.733,532,0.744,1703,0.614,343,0.863,1118,0.623,405,0.701,1531,0.444,1310,0.777
NE#PB#Araçagi #,5209,0.549,4903,0.54,5256,0.412,4876,0.745,4917,0.389,5019,0.445,4768,0.21,4958,0.631
SE#MG#Araçaí #,2059,0.695,2667,0.659,1350,0.632,2899,0.805,2031,0.576,2745,0.589,1572,0.441,2654,0.737
NE#SE#Aracaju #,227,0.77,106,0.784,257,0.708,1987,0.823,663,0.648,220,0.719,618,0.519,2874,0.729
SE#SP#Araçariguama #,1776,0.704,1111,0.717,2014,0.597,2453,0.814,1525,0.602,858,0.674,1725,0.429,2086,0.755
NE#BA#Araças #,4841,0.57,4903,0.54,4646,0.462,4893,0.744,5226,0.363,5109,0.439,5147,0.177,5210,0.617
NE#CE#Aracati #,3008,0.655,3524,0.607,1517,0.624,4936,0.742,2923,0.523,3627,0.53,2284,0.388,3696,0.697
NE#BA#Aracatu #,4614,0.581,3769,0.591,4964,0.439,4625,0.754,5368,0.342,4893,0.454,5436,0.133,4372,0.661
SE#SP#Araçatuba #,76,0.788,116,0.782,70,0.744,1128,0.841,14,0.744,29,0.775,9,0.668,741,0.796
NE#BA#Araci #,5366,0.534,5021,0.534,5427,0.381,4826,0.747,5234,0.362,5219,0.431,5102,0.182,5344,0.604
SE#MG#Aracitaba #,2870,0.661,3506,0.608,2399,0.577,1987,0.823,2890,0.525,3059,0.571,2997,0.334,1948,0.759
NE#CE#Aracoiaba #,3796,0.615,4670,0.55,2866,0.556,4484,0.759,3904,0.451,4762,0.462,3247,0.315,4935,0.632
NE#PE#Araçoiaba #,4331,0.592,4804,0.544,4007,0.498,4304,0.765,4290,0.429,4560,0.473,4272,0.242,3824,0.692
SE#SP#Araçoiaba da Serra #,168,0.776,398,0.751,155,0.723,425,0.86,516,0.658,471,0.697,696,0.51,563,0.803
SE#ES#Aracruz #,508,0.752,1111,0.717,269,0.707,1281,0.838,834,0.638,1079,0.664,502,0.532,2706,0.736
CO#GO#Araçu #,2105,0.693,1996,0.686,2377,0.578,1281,0.838,2211,0.567,2903,0.58,2059,0.403,1265,0.779
SE#MG#Araçuaí #,2828,0.663,3120,0.633,2776,0.56,2112,0.821,3011,0.516,3189,0.56,2936,0.339,3018,0.723
CO#GO#Aragarças #,965,0.732,1768,0.694,581,0.68,1647,0.83,1681,0.594,2111,0.619,1548,0.443,1761,0.764
CO#GO#Aragoiânia #,2332,0.684,2061,0.683,2776,0.56,1315,0.837,2298,0.562,2047,0.622,2376,0.381,2296,0.749
N#TO#Aragominas #,4309,0.593,3465,0.611,4672,0.461,4989,0.739,4725,0.402,4741,0.463,4768,0.21,4248,0.667
N#TO#Araguacema #,3312,0.639,3834,0.587,2924,0.553,2899,0.805,3540,0.477,3178,0.561,3685,0.282,3962,0.684
N#TO#Araguaçu #,2545,0.675,2984,0.642,1921,0.602,3292,0.796,2633,0.542,2213,0.615,2284,0.388,4261,0.666
CO#MT#Araguaiana #,2251,0.687,2405,0.671,2133,0.591,2307,0.817,2467,0.552,2088,0.62,2556,0.368,2624,0.738
N#TO#Araguaína #,508,0.752,870,0.727,223,0.712,2112,0.821,1957,0.58,1712,0.638,1698,0.431,3411,0.708
CO#MT#Araguainha #,1866,0.701,2842,0.65,1457,0.627,986,0.844,2085,0.573,2163,0.617,2059,0.403,2064,0.756
NE#MA#Araguanã #,5370,0.533,5499,0.483,4909,0.444,5431,0.706,5264,0.359,5422,0.407,4965,0.194,5450,0.588
N#TO#Araguanã #,4055,0.604,3368,0.617,4463,0.473,4579,0.756,4936,0.388,3059,0.571,5332,0.153,4248,0.667
CO#GO#Araguapaz #,2573,0.674,1707,0.696,3207,0.54,2453,0.814,2451,0.553,1411,0.651,2789,0.351,2512,0.742
SE#MG#Araguari #,197,0.773,596,0.74,193,0.716,181,0.871,320,0.673,378,0.703,492,0.533,330,0.815
N#TO#Araguatins #,3469,0.631,3562,0.604,3480,0.525,3400,0.793,4237,0.432,3841,0.516,4306,0.24,4526,0.653
NE#MA#Araioses #,5453,0.521,5446,0.497,5313,0.402,5405,0.709,5525,0.298,5500,0.387,5493,0.116,5462,0.587
CO#MS#Aral Moreira #,3433,0.633,3204,0.628,3847,0.507,3214,0.798,2963,0.52,2870,0.582,3137,0.324,2436,0.744
NE#BA#Aramari #,4444,0.588,4243,0.568,4532,0.47,4430,0.761,3858,0.454,3841,0.516,3640,0.285,4812,0.638
S#RS#Arambaré #,2161,0.691,1768,0.694,2557,0.57,1515,0.833,2338,0.56,2008,0.624,2513,0.371,1908,0.76
NE#MA#Arame #,5494,0.512,5172,0.525,5483,0.365,5468,0.701,5411,0.334,4979,0.448,5391,0.142,5450,0.588
SE#SP#Aramina #,764,0.74,961,0.723,930,0.656,527,0.856,1023,0.628,1100,0.663,1062,0.478,1234,0.781
SE#SP#Arandu #,2309,0.685,2295,0.675,2111,0.592,2849,0.806,1879,0.584,2111,0.619,1698,0.431,2323,0.748
SE#MG#Arantina #,1995,0.697,3120,0.633,1176,0.641,1464,0.834,1451,0.606,3059,0.571,645,0.515,1987,0.758
SE#SP#Arapeí #,2439,0.68,3109,0.634,1727,0.612,2562,0.812,1681,0.594,2891,0.581,1158,0.471,1652,0.767
NE#AL#Arapiraca #,3136,0.649,3048,0.638,3011,0.549,3751,0.78,3553,0.476,3224,0.558,3487,0.297,4572,0.65
N#TO#Arapoema #,2439,0.68,2924,0.645,1945,0.601,2661,0.81,3498,0.48,2695,0.592,3802,0.275,4067,0.678
SE#MG#Araponga #,5354,0.536,3664,0.597,5528,0.339,4452,0.76,4859,0.393,4035,0.503,5113,0.181,4248,0.667
S#PR#Arapongas #,583,0.748,398,0.751,731,0.669,1464,0.834,356,0.669,529,0.693,300,0.558,1458,0.773
SE#MG#Araporã #,1665,0.708,2266,0.676,1082,0.646,2504,0.813,1472,0.605,688,0.683,1961,0.41,924,0.79
S#PR#Arapoti #,1217,0.723,1166,0.715,1133,0.643,1987,0.823,967,0.631,321,0.709,1062,0.478,2466,0.743
SE#MG#Arapuá #,1191,0.724,1091,0.718,1802,0.608,181,0.871,663,0.648,720,0.681,890,0.493,411,0.81
S#PR#Arapuã #,2524,0.676,3048,0.638,2266,0.584,1747,0.828,2620,0.543,3728,0.523,1961,0.41,2323,0.748
CO#MT#Araputanga #,1154,0.725,1449,0.704,945,0.655,1846,0.826,1489,0.604,974,0.669,1355,0.457,3106,0.72
S#SC#Araquari #,1811,0.703,1707,0.696,1921,0.602,1647,0.83,1995,0.578,1794,0.634,2221,0.393,1433,0.774
NE#PB#Arara #,5225,0.548,4226,0.569,5281,0.407,5377,0.712,4945,0.387,4560,0.473,4849,0.204,5388,0.6
S#SC#Araranguá #,366,0.76,517,0.745,465,0.691,610,0.853,394,0.666,617,0.687,492,0.533,446,0.808
SE#SP#Araraquara #,14,0.815,87,0.788,7,0.782,110,0.877,17,0.742,61,0.754,7,0.67,411,0.81
SE#SP#Araras #,119,0.781,252,0.763,127,0.728,451,0.859,80,0.71,167,0.728,132,0.591,120,0.832
NE#CE#Ararendá #,4395,0.59,5215,0.522,3675,0.516,4366,0.763,4150,0.437,4848,0.457,4069,0.256,3183,0.715
NE#MA#Arari #,3561,0.626,3834,0.587,3078,0.546,4329,0.764,3636,0.47,3969,0.507,3200,0.32,4779,0.639
S#RS#Araricá #,2462,0.679,1707,0.696,3053,0.547,1951,0.824,2245,0.565,1733,0.637,2572,0.367,1523,0.771
NE#CE#Araripe #,4965,0.564,5297,0.515,4711,0.459,4484,0.759,5149,0.371,4994,0.447,5152,0.176,4642,0.647
NE#PE#Araripina #,4101,0.602,3695,0.595,4572,0.467,3649,0.785,4079,0.441,3509,0.538,4565,0.224,3285,0.712
SE#RJ#Araruama #,1362,0.718,1190,0.714,1649,0.617,1238,0.839,1973,0.579,945,0.67,2221,0.393,2706,0.736
NE#PB#Araruna #,4903,0.567,4698,0.549,4964,0.439,4509,0.758,5035,0.381,4907,0.453,4915,0.198,5148,0.619
S#PR#Araruna #,1776,0.704,2020,0.685,1050,0.648,3649,0.785,1525,0.602,2192,0.616,890,0.493,3164,0.717
NE#BA#Arataca #,5066,0.559,4529,0.557,5246,0.413,4509,0.758,5139,0.372,4741,0.463,5168,0.175,4819,0.637
S#RS#Aratiba #,210,0.772,50,0.801,719,0.67,527,0.856,1275,0.615,1811,0.633,1355,0.457,541,0.804
NE#CE#Aratuba #,3653,0.622,5096,0.53,2210,0.587,3948,0.775,3877,0.453,5034,0.444,3594,0.289,2953,0.725
NE#BA#Aratuípe #,4742,0.575,4201,0.57,4920,0.443,4661,0.753,4184,0.435,4332,0.486,3901,0.268,4958,0.631
NE#SE#Arauá #,4255,0.595,4670,0.55,4163,0.49,3690,0.783,3959,0.448,3783,0.52,3974,0.263,4409,0.659
S#PR#Araucária #,764,0.74,548,0.743,1209,0.639,643,0.852,1023,0.628,1155,0.661,1208,0.467,563,0.803
SE#MG#Araújos #,1969,0.698,1768,0.694,2475,0.574,551,0.855,1405,0.608,1794,0.634,1446,0.45,996,0.788
SE#MG#Araxá #,210,0.772,321,0.756,251,0.709,473,0.858,242,0.683,297,0.711,167,0.582,1523,0.771
SE#MG#Arceburgo #,2359,0.683,1967,0.687,2490,0.573,2661,0.81,2135,0.571,1523,0.646,2154,0.397,2953,0.725
SE#SP#Arco-Íris #,1244,0.722,2405,0.671,431,0.694,2696,0.809,869,0.636,1038,0.666,932,0.489,896,0.791
SE#MG#Arcos #,562,0.749,1111,0.717,708,0.671,135,0.874,356,0.669,907,0.672,434,0.541,196,0.825
NE#PE#Arcoverde #,2738,0.667,2767,0.654,2633,0.567,3167,0.799,2408,0.556,2465,0.603,2190,0.395,3087,0.721
SE#MG#Areado #,1107,0.727,1576,0.7,1032,0.649,846,0.847,1472,0.605,737,0.68,1887,0.415,1108,0.785
SE#RJ#Areal #,2332,0.684,1996,0.686,2654,0.566,1987,0.823,1358,0.611,997,0.668,1404,0.454,2211,0.751
SE#SP#Arealva #,667,0.744,1091,0.718,548,0.683,1183,0.84,461,0.662,757,0.679,469,0.536,718,0.797
NE#PB#Areia #,4284,0.594,3734,0.593,4572,0.467,4579,0.756,4353,0.425,4082,0.5,4325,0.239,4697,0.643
NE#RN#Areia Branca #,2386,0.682,2883,0.647,1577,0.621,3511,0.79,2497,0.55,2935,0.578,2080,0.402,3183,0.715
NE#SE#Areia Branca #,4654,0.579,3998,0.579,5031,0.434,4028,0.773,4099,0.44,4185,0.493,4285,0.241,3126,0.719
NE#PB#Areia de Baraúnas #,5002,0.562,4288,0.566,4646,0.462,5555,0.68,4973,0.385,5034,0.444,4662,0.218,5436,0.591
NE#PB#Areial #,3957,0.608,4137,0.573,3925,0.503,3775,0.779,3959,0.448,4122,0.497,3734,0.279,4583,0.649
SE#SP#Areias #,1995,0.697,3220,0.627,697,0.672,2990,0.803,1570,0.6,1853,0.631,1373,0.456,2211,0.751
SE#SP#Areiópolis #,2059,0.695,1996,0.686,2065,0.594,1987,0.823,1995,0.578,1893,0.629,2096,0.401,1727,0.765
CO#MT#Arenápolis #,1776,0.704,2230,0.677,1032,0.649,3400,0.793,1821,0.587,2213,0.615,1134,0.473,3731,0.696
CO#GO#Arenópolis #,2251,0.687,2318,0.674,2304,0.582,1846,0.826,2755,0.534,2270,0.612,2761,0.353,3479,0.706
NE#RN#Arês #,3999,0.606,3834,0.587,3522,0.523,5227,0.725,3730,0.463,3936,0.509,3419,0.303,4713,0.642
SE#MG#Argirita #,3234,0.643,2924,0.645,3883,0.505,2307,0.817,2480,0.551,2447,0.604,2620,0.364,1948,0.759
SE#MG#Aricanduva #,4590,0.582,4609,0.553,4774,0.454,3594,0.787,4564,0.413,4550,0.474,4731,0.213,3696,0.697
SE#MG#Arinos #,2986,0.656,3524,0.607,2557,0.57,2407,0.815,3053,0.514,3351,0.548,2997,0.334,2436,0.744
CO#MT#Aripuanã #,2545,0.675,2090,0.682,2924,0.553,2357,0.816,2844,0.528,606,0.688,3465,0.299,3183,0.715
N#RO#Ariquemes #,1842,0.702,1136,0.716,1957,0.6,2849,0.806,2408,0.556,858,0.674,2884,0.343,2512,0.742
SE#SP#Ariranha #,940,0.733,817,0.73,815,0.663,2504,0.813,933,0.633,1600,0.642,683,0.511,1433,0.774
S#PR#Ariranha do Ivaí #,2663,0.67,3068,0.637,2065,0.594,3362,0.794,2997,0.517,2973,0.576,2908,0.341,3564,0.702
SE#RJ#Armação dos Búzios #,1081,0.728,415,0.75,1517,0.624,1951,0.824,1489,0.604,152,0.732,1961,0.41,2706,0.736
S#SC#Armazém #,227,0.77,548,0.743,374,0.698,70,0.882,394,0.666,757,0.679,447,0.539,446,0.808
NE#CE#Arneiroz #,3735,0.618,4322,0.565,2690,0.564,4978,0.74,4474,0.419,5323,0.421,3763,0.277,4929,0.633
NE#PI#Aroazes #,4562,0.583,4376,0.563,4560,0.468,4697,0.752,4518,0.416,4660,0.468,4241,0.244,4992,0.63
NE#PB#Aroeiras #,5225,0.548,4963,0.537,5260,0.411,4876,0.745,5017,0.382,4636,0.469,5028,0.188,4935,0.632
NE#PI#Aroeiras do Itaim #,5461,0.519,5415,0.502,5443,0.378,5008,0.738,5565,0.208,5560,0.347,5564,0.041,4935,0.632
NE#PI#Arraial #,5049,0.56,5310,0.514,4852,0.449,4430,0.761,4582,0.412,4829,0.458,4587,0.223,3962,0.684
SE#RJ#Arraial do Cabo #,940,0.733,989,0.722,620,0.677,2899,0.805,951,0.632,497,0.695,856,0.496,2835,0.731
N#TO#Arraias #,3090,0.651,3079,0.636,3522,0.523,1704,0.829,3579,0.474,2996,0.575,3999,0.261,3411,0.708
S#RS#Arroio do Meio #,238,0.769,415,0.75,282,0.706,425,0.86,184,0.69,187,0.724,323,0.555,261,0.819
S#RS#Arroio do Padre #,2691,0.669,321,0.756,4672,0.461,425,0.86,2338,0.56,1667,0.64,2832,0.348,924,0.79
S#RS#Arroio do Sal #,764,0.74,596,0.74,1032,0.649,986,0.844,426,0.664,435,0.699,727,0.507,196,0.825
S#RS#Arroio do Tigre #,1696,0.707,1346,0.708,2174,0.589,792,0.848,2195,0.568,1771,0.635,2358,0.382,2107,0.754
S#RS#Arroio dos Ratos #,1969,0.698,1576,0.7,2293,0.583,1515,0.833,1373,0.61,1545,0.645,1387,0.455,1433,0.774
S#RS#Arroio Grande #,2964,0.657,2343,0.673,3549,0.522,2805,0.807,1796,0.588,1437,0.65,1815,0.422,2466,0.743
S#SC#Arroio Trinta #,304,0.764,125,0.781,982,0.653,147,0.873,346,0.67,1135,0.662,476,0.535,34,0.851
SE#SP#Artur Nogueira #,562,0.749,517,0.745,573,0.681,1798,0.827,516,0.658,378,0.703,748,0.505,606,0.802
